Step,Layer,Head,Sparsity
1,24,10,0.6328
1,24,11,0.3641
1,24,12,0.4927
1,24,13,0.1692
1,24,14,0.3432
1,24,15,0.4004
1,24,16,0.1965
1,24,17,0.0835
1,24,18,0.1631
1,24,19,0.5468
1,24,20,0.0078
1,24,21,0.2695
1,24,22,0.1944
1,24,23,0.2491
1,24,24,0.1457
1,24,25,0.5226
1,24,26,0.0639
1,24,27,0.1234
1,24,28,0.0685
1,24,29,0.6351
1,24,30,0.2225
1,24,31,0.2003
1,24,32,0.2681
1,24,33,0.3702
1,24,34,0.7058
1,24,35,0.0959
1,24,36,0.5443
1,24,37,0.1268
1,24,38,0.5882
1,24,39,0.3884
1,25,0,0.6133
1,25,1,0.1331
1,25,2,0.2662
1,25,3,0.4347
1,25,4,0.1991
1,25,5,0.5723
1,25,6,0.4302
1,25,7,0.5127
1,25,8,0.5936
1,25,9,0.2144
1,25,10,0.082
1,25,11,0.0752
1,25,12,0.1802
1,25,13,0.0746
1,25,14,0.5044
1,25,15,0.6505
1,25,16,0.2854
1,25,17,0.5179
1,25,18,0.5861
1,25,19,0.515
1,25,20,0.0088
1,25,21,0.2316
1,25,22,0.5041
1,25,23,0.1185
1,25,24,0.124
1,25,25,0.0633
1,25,26,0.1845
1,25,27,0.1632
1,25,28,0.0464
1,25,29,0.1506
1,25,30,0.1126
1,25,31,0.2836
1,25,32,0.1156
1,25,33,0.2763
1,25,34,0.0807
1,25,35,0.2495
1,25,36,0.1056
1,25,37,0.5728
1,25,38,0.2911
1,25,39,0.4644
1,26,0,0.1964
1,26,1,0.5321
1,26,2,0.1757
1,26,3,0.1555
1,26,4,0.2946
1,26,5,0.6198
1,26,6,0.2153
1,26,7,0.1771
1,26,8,0.2965
1,26,9,0.2731
1,26,10,0.2105
1,26,11,0.2694
1,26,12,0.5626
1,26,13,0.1464
1,26,14,0.517
1,26,15,0.0067
1,26,16,0.2865
1,26,17,0.6577
1,26,18,0.2991
1,26,19,0.674
1,26,20,0.0761
1,26,21,0.3209
1,26,22,0.4919
1,26,23,0.4958
1,26,24,0.4971
1,26,25,0.1243
1,26,26,0.634
1,26,27,0.0104
1,26,28,0.0578
1,26,29,0.1548
1,26,30,0.5565
1,26,31,0.0378
1,26,32,0.203
1,26,33,0.2202
1,26,34,0.236
1,26,35,0.3889
1,26,36,0.511
1,26,37,0.1671
1,26,38,0.3177
1,26,39,0.6686
1,27,0,0.507
1,27,1,0.5058
1,27,2,0.2143
1,27,3,0.2255
1,27,4,0.2284
1,27,5,0.397
1,27,6,0.3061
1,27,7,0.6114
1,27,8,0.4498
1,27,9,0.1385
1,27,10,0.4133
1,27,11,0.4112
1,27,12,0.4364
1,27,13,0.0471
1,27,14,0.2269
1,27,15,0.664
1,27,16,0.1009
1,27,17,0.1243
1,27,18,0.1375
1,27,19,0.3685
1,27,20,0.7536
1,27,21,0.0374
1,27,22,0.6306
1,27,23,0.4503
1,27,24,0.1489
1,27,25,0.4622
1,27,26,0.2262
1,27,27,0.1932
1,27,28,0.1463
1,27,29,0.4846
1,27,30,0.4011
1,27,31,0.443
1,27,32,0.4877
1,27,33,0.0095
1,27,34,0.265
1,27,35,0.6672
1,27,36,0.7214
1,27,37,0.306
1,27,38,0.2751
1,27,39,0.0949
1,28,0,0.5442
1,28,1,0.7506
1,28,2,0.2342
1,28,3,0.2513
1,28,4,0.132
1,28,5,0.0749
1,28,6,0.5323
1,28,7,0.3699
1,28,8,0.2811
1,28,9,0.6084
1,28,10,0.1473
1,28,11,0.0486
1,28,12,0.2606
1,28,13,0.6342
1,28,14,0.2777
1,28,15,0.4815
1,28,16,0.1553
1,28,17,0.0042
1,28,18,0.1911
1,28,19,0.5672
1,28,20,0.2251
1,28,21,0.6178
1,28,22,0.4179
1,28,23,0.7056
1,28,24,0.4575
1,28,25,0.6456
1,28,26,0.2412
1,28,27,0.1512
1,28,28,0.0413
1,28,29,0.4533
1,28,30,0.6272
1,28,31,0.1481
1,28,32,0.445
1,28,33,0.0336
1,28,34,0.6477
1,28,35,0.3869
1,28,36,0.1029
1,28,37,0.0952
1,28,38,0.1181
1,28,39,0.2172
1,29,0,0.6663
1,29,1,0.2903
1,29,2,0.3942
1,29,3,0.7794
1,29,4,0.0158
1,29,5,0.3043
1,29,6,0.1498
1,29,7,0.4387
1,29,8,0.0067
1,29,9,0.0429
1,29,10,0.6974
1,29,11,0.4627
1,29,12,0.202
1,29,13,0.3532
1,29,14,0.7468
1,29,15,0.623
1,29,16,0.559
1,29,17,0.0186
1,29,18,0.0781
1,29,19,0.0664
1,29,20,0.4783
1,29,21,0.0602
1,29,22,0.1438
1,29,23,0.3997
1,29,24,0.7075
1,29,25,0.8602
1,29,26,0.018
1,29,27,0.2109
1,29,28,0.0094
1,29,29,0.0575
1,29,30,0.2712
1,29,31,0.2205
1,29,32,0.443
1,29,33,0.0825
1,29,34,0.0573
1,29,35,0.0234
1,29,36,0.0539
1,29,37,0.0063
1,29,38,0.7123
1,29,39,0.6555
1,30,0,0.4658
1,30,1,0.3823
1,30,2,0.1181
1,30,3,0.5242
1,30,4,0.5461
1,30,5,0.399
1,30,6,0.5988
1,30,7,0.4804
1,30,8,0.6057
1,30,9,0.0025
1,30,10,0.4954
1,30,11,0.3114
1,30,12,0.3548
1,30,13,0.3442
1,30,14,0.2661
1,30,15,0.6908
1,30,16,0.6851
1,30,17,0.0449
1,30,18,0.3951
1,30,19,0.6687
1,30,20,0.3063
1,30,21,0.4603
1,30,22,0.5028
1,30,23,0.6385
1,30,24,0.5971
1,30,25,0.2058
1,30,26,0.2974
1,30,27,0.3637
1,30,28,0.1964
1,30,29,0.5795
1,30,30,0.0496
1,30,31,0.4492
1,30,32,0.1792
1,30,33,0.5408
1,30,34,0.0077
1,30,35,0.4224
1,30,36,0.4571
1,30,37,0.4236
1,30,38,0.2059
1,30,39,0.1335
1,31,0,0.2277
1,31,1,0.3146
1,31,2,0.4362
1,31,3,0.6535
1,31,4,0.7229
1,31,5,0.3417
1,31,6,0.1729
1,31,7,0.6704
1,31,8,0.0039
1,31,9,0.2966
1,31,10,0.6582
1,31,11,0.5729
1,31,12,0.1585
1,31,13,0.0648
1,31,14,0.2347
1,31,15,0.2074
1,31,16,0.2815
1,31,17,0.5774
1,31,18,0.6515
1,31,19,0.4144
1,31,20,0.0108
1,31,21,0.0448
1,31,22,0.4478
1,31,23,0.5458
1,31,24,0.5493
1,31,25,0.6024
1,31,26,0.1647
1,31,27,0.2458
1,31,28,0.0565
1,31,29,0.4602
1,31,30,0.126
1,31,31,0.0646
1,31,32,0.3303
1,31,33,0.7038
1,31,34,0.1027
