Step,Layer,Head,Sparsity
1,48,22,0.0048
1,48,23,0.3215
1,49,0,0.734
1,49,1,0.6373
1,49,2,0.1523
1,49,3,0.4486
1,49,4,0.4175
1,49,5,0.3645
1,49,6,0.4024
1,49,7,0.7322
1,49,8,0.024
1,49,9,0.0295
1,49,10,0.0896
1,49,11,0.0532
1,49,12,0.004
1,49,13,0.8011
1,49,14,0.1564
1,49,15,0.6419
1,49,16,0.6455
1,49,17,0.7756
1,49,18,0.4265
1,49,19,0.1457
1,49,20,0.4526
1,49,21,0.5113
1,49,22,0.0251
1,49,23,0.3522
1,50,0,0.001
1,50,1,0.1935
1,50,2,0.0261
1,50,3,0.6391
1,50,4,0.2913
1,50,5,0.4471
1,50,6,0.4338
1,50,7,0.0005
1,50,8,0.0321
1,50,9,0.4648
1,50,10,0.2497
1,50,11,0.0014
1,50,12,0.0117
1,50,13,0.322
1,50,14,0.0005
1,50,15,0.6517
1,50,16,0.4276
1,50,17,0.685
1,50,18,0.001
1,50,19,0.0008
1,50,20,0.033
1,50,21,0.6273
1,50,22,0.0196
1,50,23,0.0004
1,51,0,0.7666
1,51,1,0.1114
1,51,2,0.6284
1,51,3,0.5358
1,51,4,0.6703
1,51,5,0.0029
1,51,6,0.3657
1,51,7,0.7132
1,51,8,0.5034
1,51,9,0.7409
1,51,10,0.4623
1,51,11,0.5798
1,51,12,0.7645
1,51,13,0.7999
1,51,14,0.4688
1,51,15,0.4708
1,51,16,0.7855
1,51,17,0.7212
1,51,18,0.4749
1,51,19,0.792
1,51,20,0.6646
1,51,21,0.6384
1,51,22,0.0061
1,51,23,0.7028
1,52,0,0.7292
1,52,1,0.1734
1,52,2,0.3889
1,52,3,0.4409
1,52,4,0.1179
1,52,5,0.441
1,52,6,0.5186
1,52,7,0.0307
1,52,8,0.7889
1,52,9,0.7704
1,52,10,0.3005
1,52,11,0.3469
1,52,12,0.7246
1,52,13,0.0013
1,52,14,0.587
1,52,15,0.4937
1,52,16,0.748
1,52,17,0.1259
1,52,18,0.5518
1,52,19,0.4732
1,52,20,0.5527
1,52,21,0.1765
1,52,22,0.4266
1,52,23,0.5092
1,53,0,0.0812
1,53,1,0.5081
1,53,2,0.0111
1,53,3,0.4207
